0	3.8869905
1	3.8869905
2	3.8869905
3	3.8869905
4	3.8869905
5	3.8869905
6	3.8869905
7	3.8869905
8	3.8869905
9	3.8869905
10	3.8869905
11	3.8869905
12	3.8869905
13	3.8869905
14	3.8869905
15	3.8869905
16	3.8869905
17	3.8869905
18	3.8869905
19	3.8869905
20	3.8869905
21	3.8869905
22	3.8869905
23	3.8869905
24	3.8869905
25	3.8869905
26	3.8869905
27	3.8869905
28	3.8869905
29	3.8869905
30	3.8869905
31	3.8869905
32	3.8869905
33	3.8869905
34	3.8869905
35	3.8869905
36	3.8869905
37	3.8869905
38	3.8869905
39	3.8869905
40	3.8869905
41	3.8869905
42	3.8869905
43	3.8869905
44	3.8869905
45	3.8869905
46	3.8869905
47	3.8869905
48	3.8869905
49	3.8869905
50	3.8869905
51	3.8869905
52	3.8869905
53	3.8869905
54	3.8869905
55	3.8869905
56	3.8869905
57	3.8869905
58	3.8869905
59	3.8869905
60	3.8869905
61	3.8869905
62	3.8869905
63	3.8869905
64	3.8869905
65	3.8869905
66	3.8869905
67	3.8869905
68	3.8869905
69	3.8869905
70	3.8869905
71	3.8869905
72	3.8869905
73	3.8869905
74	3.8869905
75	3.8869905
76	3.8869905
77	3.8869905
78	3.8869905
79	3.8869905
80	3.8869905
81	3.8869905
82	3.8869905
83	3.8869905
84	3.8869905
85	3.8869905
86	3.8869905
87	3.8869905
88	3.8869905
89	3.8869905
90	3.8869905
91	3.8869905
92	3.8869905
93	3.8869905
94	3.8869905
95	3.8869905
96	3.8869905
97	3.8869905
98	3.8869905
99	3.8869905
